ID,Incident Date,Incident Date Text,State,City Or County,Address,,Killed,,,Injured,,longitude,latitude,victim,radius,popup
107,8/7/2016,7-Aug,California,Los Angeles,5925 South Figueroa Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-118.28267,33.986664,4,5.64332648,"08-07, 5925 South Figueroa Street, Los Angeles, California, Number killed: 1, Number injured: 3"
108,8/7/2016,7-Aug,Colorado,Arvada,5400 block of Sheridan Boulevard,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-105.053185,39.795128,4,5.64332648,"08-07, 5400 block of Sheridan Boulevard, Arvada, Colorado, Number killed: 2, Number injured: 2"
109,8/7/2016,7-Aug,Mississippi,Vicksburg,4460 Clay St,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-90.8394,32.34342,4,5.64332648,"08-07, 4460 Clay St, Vicksburg, Mississippi, Number killed: 1, Number injured: 3"
110,8/7/2016,7-Aug,Illinois,Chicago,100 block of South Springfield,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.723206,41.879757,4,5.64332648,"08-07, 100 block of South Springfield, Chicago, Illinois, Number killed: 0, Number injured: 4"
112,8/5/2016,5-Aug,Michigan,Pontiac,70 block of Thorpe Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-83.31156,42.637558,4,5.64332648,"08-05, 70 block of Thorpe Street, Pontiac, Michigan, Number killed: 1, Number injured: 3"
113,8/5/2016,5-Aug,California,Mead Valley,21600 block of Rider Street,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-117.285447,33.830156,4,5.64332648,"08-05, 21600 block of Rider Street, Mead Valley, California, Number killed: 2, Number injured: 2"
114,8/4/2016,4-Aug,Tennessee,Memphis,Ayers Street and Griffith Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-90.02767,35.16144,4,5.64332648,"08-04, Ayers Street and Griffith Avenue, Memphis, Tennessee, Number killed: 0, Number injured: 4"
115,8/3/2016,3-Aug,Georgia,Decatur,4110 Glenwood Road,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-84.24987,33.737896,4,5.64332648,"08-03, 4110 Glenwood Road, Decatur, Georgia, Number killed: 1, Number injured: 3"
116,8/2/2016,2-Aug,Florida,Hollywood (West Park),5700 block of West Hallandale Beach Boulevard,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-80.20022,25.984556,4,5.64332648,"08-02, 5700 block of West Hallandale Beach Boulevard, Hollywood (West Park), Florida, Number killed: 0, Number injured: 4"
117,8/1/2016,1-Aug,Indiana,Evansville,South Bedford Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.549755,37.964676,4,5.64332648,"08-01, South Bedford Avenue, Evansville, Indiana, Number killed: 0, Number injured: 4"
118,7/31/2016,31-Jul,Florida,Miami,Southwest 203rd Terrace and 115th Avenue,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-80.378914,25.57761,4,5.64332648,"07-31, Southwest 203rd Terrace and 115th Avenue, Miami, Florida, Number killed: 3, Number injured: 1"
122,7/30/2016,30-Jul,Washington,Mukilteo,10009 Chennault Beach,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-122.304382,47.898214,4,5.64332648,"07-30, 10009 Chennault Beach, Mukilteo, Washington, Number killed: 3, Number injured: 1"
125,7/28/2016,28-Jul,Maryland,Baltimore,Greenmount Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-76.609432,39.319077,4,5.64332648,"07-28, Greenmount Avenue, Baltimore, Maryland, Number killed: 0, Number injured: 4"
126,7/28/2016,28-Jul,Illinois,Chicago,800 block of West 50th Place,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-87.64542,41.8025,4,5.64332648,"07-28, 800 block of West 50th Place, Chicago, Illinois, Number killed: 2, Number injured: 2"
129,7/23/2016,23-Jul,South Carolina,North Charleston,3630 Ashley Phosphate Road,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-80.079834,32.926666,4,5.64332648,"07-23, 3630 Ashley Phosphate Road, North Charleston, South Carolina, Number killed: 0, Number injured: 4"
130,7/23/2016,23-Jul,Ohio,Cincinnati,3400 block of Beekman Street,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-84.55122,39.1491,4,5.64332648,"07-23, 3400 block of Beekman Street, Cincinnati, Ohio, Number killed: 2, Number injured: 2"
131,7/23/2016,23-Jul,New York,Brooklyn,Fountain Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-73.870589,40.665232,4,5.64332648,"07-23, Fountain Avenue, Brooklyn, New York, Number killed: 0, Number injured: 4"
135,7/20/2016,20-Jul,California,Fresno,Hedges at Peach and Olive,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-119.772598,36.747497,4,5.64332648,"07-20, Hedges at Peach and Olive, Fresno, California, Number killed: 0, Number injured: 4"
136,7/19/2016,19-Jul,Arkansas,West Memphis,13th Street and Tyler Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-90.168785,35.14331,4,5.64332648,"07-19, 13th Street and Tyler Avenue, West Memphis, Arkansas, Number killed: 0, Number injured: 4"
137,7/17/2016,17-Jul,Texas,Houston,6610 Tidwell,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-95.30323,29.848463,4,5.64332648,"07-17, 6610 Tidwell, Houston, Texas, Number killed: 1, Number injured: 3"
139,7/17/2016,17-Jul,Michigan,Detroit,Grand River and McGraw avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-83.10093,42.35337,4,5.64332648,"07-17, Grand River and McGraw avenue, Detroit, Michigan, Number killed: 0, Number injured: 4"
142,7/16/2016,16-Jul,California,San Bernardino,1200 block of West 25th Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-117.31049,34.13888,4,5.64332648,"07-16, 1200 block of West 25th Street, San Bernardino, California, Number killed: 0, Number injured: 4"
145,7/15/2016,15-Jul,Washington,Woodland,4006 NW 417th Street,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-122.70851,45.923122,4,5.64332648,"07-15, 4006 NW 417th Street, Woodland, Washington, Number killed: 3, Number injured: 1"
146,7/14/2016,14-Jul,Texas,Crosby,400 block of Pecan Avenue,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-95.06632,29.872377,4,5.64332648,"07-14, 400 block of Pecan Avenue, Crosby, Texas, Number killed: 3, Number injured: 1"
147,7/14/2016,14-Jul,California,Oakland,1600 block of 7th Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-122.29834,37.80612,4,5.64332648,"07-14, 1600 block of 7th Street, Oakland, California, Number killed: 0, Number injured: 4"
148,7/14/2016,14-Jul,Ohio,Akron,900 block of Moeller Avenue,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-81.54496,41.069084,4,5.64332648,"07-14, 900 block of Moeller Avenue, Akron, Ohio, Number killed: 1, Number injured: 3"
150,7/13/2016,13-Jul,Missouri,Saint Louis,3000 block of Miami St,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-90.234276,38.5907,4,5.64332648,"07-13, 3000 block of Miami St, Saint Louis, Missouri, Number killed: 2, Number injured: 2"
152,7/11/2016,11-Jul,Michigan,Jackson,500 block of Summit Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-84.38803,42.246525,4,5.64332648,"07-11, 500 block of Summit Avenue, Jackson, Michigan, Number killed: 0, Number injured: 4"
154,7/11/2016,11-Jul,District of Columbia,Washington,"5100 block of Call Pl., SE",Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-76.92837,38.884315,4,5.64332648,"07-11, 5100 block of Call Pl., SE, Washington, District of Columbia, Number killed: 0, Number injured: 4"
157,7/7/2016,7-Jul,Louisiana,Baton Rouge,2136 North Lobdell Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-91.11887,30.466135,4,5.64332648,"07-07, 2136 North Lobdell Avenue, Baton Rouge, Louisiana, Number killed: 0, Number injured: 4"
158,7/5/2016,5-Jul,California,Los Angeles,56th Street and Naomi Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-118.25467,33.992065,4,5.64332648,"07-05, 56th Street and Naomi Avenue, Los Angeles, California, Number killed: 0, Number injured: 4"
159,7/4/2016,4-Jul,Pennsylvania,Pittsburgh,Seventh and Liberty avenues,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-79.99733,40.443318,4,5.64332648,"07-04, Seventh and Liberty avenues, Pittsburgh, Pennsylvania, Number killed: 0, Number injured: 4"
160,7/4/2016,4-Jul,Illinois,Chicago (Englewood),5500 block of South Hermitage Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.668236,41.793575,4,5.64332648,"07-04, 5500 block of South Hermitage Avenue, Chicago (Englewood), Illinois, Number killed: 0, Number injured: 4"
162,7/4/2016,4-Jul,Ohio,Cleveland,1400 block of W. 107 Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-81.761566,41.481586,4,5.64332648,"07-04, 1400 block of W. 107 Street, Cleveland, Ohio, Number killed: 0, Number injured: 4"
166,7/3/2016,3-Jul,Tennessee,Chattanooga,2300 block of Daisy Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-85.251854,35.06596,4,5.64332648,"07-03, 2300 block of Daisy Street, Chattanooga, Tennessee, Number killed: 0, Number injured: 4"
169,6/28/2016,28-Jun,California,Los Angeles (county),13800 block of South Avalon Boulevard,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-118.26528,33.90636,4,5.64332648,"06-28, 13800 block of South Avalon Boulevard, Los Angeles (county), California, Number killed: 1, Number injured: 3"
170,6/28/2016,28-Jun,Illinois,Chicago,1600 block of South Christiana,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.709114,41.85896,4,5.64332648,"06-28, 1600 block of South Christiana, Chicago, Illinois, Number killed: 0, Number injured: 4"
171,6/27/2016,27-Jun,Oregon,Woodburn,13436 Killiam Loop NE,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-122.7846,45.1455,4,5.64332648,"06-27, 13436 Killiam Loop NE, Woodburn, Oregon, Number killed: 3, Number injured: 1"
173,6/26/2016,26-Jun,Texas,Houston,6000 block of Elm Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-95.48787,29.712769,4,5.64332648,"06-26, 6000 block of Elm Street, Houston, Texas, Number killed: 1, Number injured: 3"
174,6/26/2016,26-Jun,Texas,Corpus Christi,Baldwin Blvd  and Lamar,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-97.421364,27.774117,4,5.64332648,"06-26, Baldwin Blvd  and Lamar, Corpus Christi, Texas, Number killed: 0, Number injured: 4"
175,6/26/2016,26-Jun,South Carolina,Marlboro (county),Highway 38,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-79.671384,34.584993,4,5.64332648,"06-26, Highway 38, Marlboro (county), South Carolina, Number killed: 0, Number injured: 4"
178,6/25/2016,25-Jun,Virginia,Norfolk,700 block of Craig Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-76.2787,36.82816,4,5.64332648,"06-25, 700 block of Craig Street, Norfolk, Virginia, Number killed: 0, Number injured: 4"
179,6/25/2016,25-Jun,Illinois,Chicago,1400 block of W. 114th Place,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.656906,41.6858,4,5.64332648,"06-25, 1400 block of W. 114th Place, Chicago, Illinois, Number killed: 0, Number injured: 4"
180,6/24/2016,24-Jun,Kansas,Kansas City,N. 3rd and Walker,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-94.6138,39.123302,4,5.64332648,"06-24, N. 3rd and Walker, Kansas City, Kansas, Number killed: 0, Number injured: 4"
183,6/22/2016,22-Jun,Washington,Olympia,500 block of Dutterow Road SE,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-122.905544,47.036972,4,5.64332648,"06-22, 500 block of Dutterow Road SE, Olympia, Washington, Number killed: 3, Number injured: 1"
185,6/22/2016,22-Jun,Illinois,Chicago,3100 block of West Warren,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.70388,41.88192,4,5.64332648,"06-22, 3100 block of West Warren, Chicago, Illinois, Number killed: 0, Number injured: 4"
186,6/21/2016,21-Jun,New Jersey,Willingboro,Mosshill Lane,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-74.89241,40.031254,4,5.64332648,"06-21, Mosshill Lane, Willingboro, New Jersey, Number killed: 0, Number injured: 4"
187,6/21/2016,21-Jun,Kentucky,Louisville,2802 Rodman Street,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-85.77,38.20874,4,5.64332648,"06-21, 2802 Rodman Street, Louisville, Kentucky, Number killed: 2, Number injured: 2"
188,6/19/2016,19-Jun,Virginia,Roanoke,2328 Melrose Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-79.97393,37.28598,4,5.64332648,"06-19, 2328 Melrose Avenue, Roanoke, Virginia, Number killed: 0, Number injured: 4"
189,6/18/2016,18-Jun,Virginia,Exmore,Fredrick Douglas Road,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-78.073165,39.142911,4,5.64332648,"06-18, Fredrick Douglas Road, Exmore, Virginia, Number killed: 1, Number injured: 3"
190,6/18/2016,18-Jun,Georgia,Waycross,2625 Arnold Ct,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-82.375198,31.222811,4,5.64332648,"06-18, 2625 Arnold Ct, Waycross, Georgia, Number killed: 2, Number injured: 2"
191,6/18/2016,18-Jun,Illinois,Chicago,East 79th Street and South Escanaba Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.55407,41.751896,4,5.64332648,"06-18, East 79th Street and South Escanaba Avenue, Chicago, Illinois, Number killed: 0, Number injured: 4"
192,6/14/2016,14-Jun,Delaware,Wilmington,South Van Buren and Elm streets,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-75.56458,39.740784,4,5.64332648,"06-14, South Van Buren and Elm streets, Wilmington, Delaware, Number killed: 0, Number injured: 4"
193,6/14/2016,14-Jun,California,Oakland,1301 Franklin Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-122.270386,37.803215,4,5.64332648,"06-14, 1301 Franklin Street, Oakland, California, Number killed: 1, Number injured: 3"
194,6/13/2016,13-Jun,California,Fresno,East El Monte Way and Recreation Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-119.7387,36.73497,4,5.64332648,"06-13, East El Monte Way and Recreation Avenue, Fresno, California, Number killed: 0, Number injured: 4"
198,6/11/2016,11-Jun,Minnesota,Webster,4000 block of Elmore Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-93.37281,44.528877,4,5.64332648,"06-11, 4000 block of Elmore Avenue, Webster, Minnesota, Number killed: 0, Number injured: 4"
199,6/11/2016,11-Jun,California,Stockton,Alvarado Avenue,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-121.29122,37.987577,4,5.64332648,"06-11, Alvarado Avenue, Stockton, California, Number killed: 1, Number injured: 3"
202,6/11/2016,11-Jun,North Carolina,Charlotte,4000 Collegiate Avenue,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-80.710493,35.324437,4,5.64332648,"06-11, 4000 Collegiate Avenue, Charlotte, North Carolina, Number killed: 1, Number injured: 3"
203,6/9/2016,9-Jun,Florida,Fort Walton Beach,Landview Drive,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-86.648893,30.462258,4,5.64332648,"06-09, Landview Drive, Fort Walton Beach, Florida, Number killed: 0, Number injured: 4"
204,6/8/2016,8-Jun,Massachusetts,Boston,66 Washington St,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-71.120029,42.246122,4,5.64332648,"06-08, 66 Washington St, Boston, Massachusetts, Number killed: 1, Number injured: 3"
205,6/8/2016,8-Jun,District of Columbia,Washington,North Capitol Street and New York Avenue NW,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-77.012262,38.906473,4,5.64332648,"06-08, North Capitol Street and New York Avenue NW, Washington, District of Columbia, Number killed: 0, Number injured: 4"
206,6/6/2016,6-Jun,California,Visalia,3360 South Fairway Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-119.310398,36.300699,4,5.64332648,"06-06, 3360 South Fairway Street, Visalia, California, Number killed: 0, Number injured: 4"
207,6/5/2016,5-Jun,Minnesota,Minneapolis,8th and Humboldt Avenue N.,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-93.29818,44.97742,4,5.64332648,"06-05, 8th and Humboldt Avenue N., Minneapolis, Minnesota, Number killed: 0, Number injured: 4"
209,6/5/2016,5-Jun,New York,Brooklyn,Mermaid Ave and 16th St.,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-73.98371,40.576744,4,5.64332648,"06-05, Mermaid Ave and 16th St., Brooklyn, New York, Number killed: 0, Number injured: 4"
211,6/4/2016,4-Jun,Colorado,Denver,3600 block of Hudson Street,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-104.92345,39.767567,4,5.64332648,"06-04, 3600 block of Hudson Street, Denver, Colorado, Number killed: 3, Number injured: 1"
212,5/31/2016,31-May,Illinois,Chicago,3300 block of West Huron Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.70899,41.893707,4,5.64332648,"05-31, 3300 block of West Huron Street, Chicago, Illinois, Number killed: 0, Number injured: 4"
213,5/31/2016,31-May,Indiana,Fort Wayne,6600 block of Pawawna Drive,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-85.05705,41.10595,4,5.64332648,"05-31, 6600 block of Pawawna Drive, Fort Wayne, Indiana, Number killed: 0, Number injured: 4"
216,5/29/2016,29-May,Nevada,Las Vegas,200 block of North 3rd Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-115.141785,36.171978,4,5.64332648,"05-29, 200 block of North 3rd Street, Las Vegas, Nevada, Number killed: 0, Number injured: 4"
219,5/29/2016,29-May,Indiana,Indianapolis,300 block of South Meridian Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-86.158295,39.76201,4,5.64332648,"05-29, 300 block of South Meridian Street, Indianapolis, Indiana, Number killed: 0, Number injured: 4"
221,5/22/2016,22-May,Louisiana,New Orleans,8639 Apple St,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-90.12362,29.96129,4,5.64332648,"05-22, 8639 Apple St, New Orleans, Louisiana, Number killed: 0, Number injured: 4"
222,5/22/2016,22-May,California,Stockton,Poplar and Sutter Streets,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-121.28831,37.962484,4,5.64332648,"05-22, Poplar and Sutter Streets, Stockton, California, Number killed: 1, Number injured: 3"
223,5/22/2016,22-May,Tennessee,Nashville,100 block of Rains Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-86.76373,36.140434,4,5.64332648,"05-22, 100 block of Rains Avenue, Nashville, Tennessee, Number killed: 0, Number injured: 4"
224,5/21/2016,21-May,Georgia,Jackson,Levi Barnes Road,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-84.027362,33.259959,4,5.64332648,"05-21, Levi Barnes Road, Jackson, Georgia, Number killed: 1, Number injured: 3"
225,5/18/2016,18-May,Indiana,Indianapolis,34th Street and North Keystone Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-86.121607,39.818313,4,5.64332648,"05-18, 34th Street and North Keystone Avenue, Indianapolis, Indiana, Number killed: 0, Number injured: 4"
226,5/17/2016,17-May,South Carolina,Ravenel,5360 Savannah Highway,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-80.20412,32.783024,4,5.64332648,"05-17, 5360 Savannah Highway, Ravenel, South Carolina, Number killed: 3, Number injured: 1"
228,5/15/2016,15-May,Indiana,Evansville,420 North Garvin Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.55666,37.981205,4,5.64332648,"05-15, 420 North Garvin Street, Evansville, Indiana, Number killed: 0, Number injured: 4"
230,5/14/2016,14-May,West Virginia,Charleston,2300 block of Washington Street West,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-81.67401,38.37664,4,5.64332648,"05-14, 2300 block of Washington Street West, Charleston, West Virginia, Number killed: 1, Number injured: 3"
233,5/8/2016,8-May,Texas,Austin,8600 block of North Lamar,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-97.70415,30.354473,4,5.64332648,"05-08, 8600 block of North Lamar, Austin, Texas, Number killed: 1, Number injured: 3"
235,5/6/2016,6-May,Alabama,Montgomery,1300 block of Clay Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-86.33337,32.375713,4,5.64332648,"05-06, 1300 block of Clay Street, Montgomery, Alabama, Number killed: 1, Number injured: 3"
238,5/5/2016,5-May,Florida,Miami,2108 NW 19th Terrace,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-80.230515,25.793676,4,5.64332648,"05-05, 2108 NW 19th Terrace, Miami, Florida, Number killed: 1, Number injured: 3"
241,4/29/2016,29-Apr,Missouri,Saint Louis (Ferguson),400 Dade Ave,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-90.3156,38.736508,4,5.64332648,"04-29, 400 Dade Ave, Saint Louis (Ferguson), Missouri, Number killed: 0, Number injured: 4"
243,4/27/2016,27-Apr,Louisiana,Baton Rouge,4000 Kerrit Drive,Number killed:,2,Number killed: 2,Number injured:,2,Number injured: 2,-91.087176,30.490566,4,5.64332648,"04-27, 4000 Kerrit Drive, Baton Rouge, Louisiana, Number killed: 2, Number injured: 2"
244,4/27/2016,27-Apr,Mississippi,Kilmichael,Pecan Drive,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-89.572736,33.435156,4,5.64332648,"04-27, Pecan Drive, Kilmichael, Mississippi, Number killed: 3, Number injured: 1"
246,4/25/2016,25-Apr,Tennessee,Nashville,400 Charlotte Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-86.7808,36.166325,4,5.64332648,"04-25, 400 Charlotte Avenue, Nashville, Tennessee, Number killed: 0, Number injured: 4"
250,4/24/2016,24-Apr,Colorado,Denver,1400 14th Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-105.0006,39.748249,4,5.64332648,"04-24, 1400 14th Street, Denver, Colorado, Number killed: 0, Number injured: 4"
251,4/23/2016,23-Apr,Nevada,Las Vegas,1650 South Hollywood Boulevard,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-115.02593,36.154785,4,5.64332648,"04-23, 1650 South Hollywood Boulevard, Las Vegas, Nevada, Number killed: 1, Number injured: 3"
252,4/23/2016,23-Apr,Alabama,Auburn,1200 block of Lee Road 83,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-85.558454,32.571201,4,5.64332648,"04-23, 1200 block of Lee Road 83, Auburn, Alabama, Number killed: 3, Number injured: 1"
254,4/23/2016,23-Apr,New York,New York (Manhattan),West 141st Street and Edgecombe Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-73.944305,40.820846,4,5.64332648,"04-23, West 141st Street and Edgecombe Avenue, New York (Manhattan), New York, Number killed: 0, Number injured: 4"
257,4/21/2016,21-Apr,Maryland,Baltimore,4800 Frankford Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-76.544286,39.332444,4,5.64332648,"04-21, 4800 Frankford Avenue, Baltimore, Maryland, Number killed: 0, Number injured: 4"
259,4/19/2016,19-Apr,Illinois,Chicago,2700 block of West 53rd Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-87.69151,41.797386,4,5.64332648,"04-19, 2700 block of West 53rd Street, Chicago, Illinois, Number killed: 1, Number injured: 3"
261,4/18/2016,18-Apr,California,Long Beach,1200 block of E. 17th Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-118.176125,33.788036,4,5.64332648,"04-18, 1200 block of E. 17th Street, Long Beach, California, Number killed: 1, Number injured: 3"
262,4/17/2016,17-Apr,Pennsylvania,Philadelphia,600 Westmoreland Street,Number killed:,3,Number killed: 3,Number injured:,1,Number injured: 1,-75.118761,39.998889,4,5.64332648,"04-17, 600 Westmoreland Street, Philadelphia, Pennsylvania, Number killed: 3, Number injured: 1"
263,4/17/2016,17-Apr,South Carolina,Pelzer,200 block of Eastview Road,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-82.43722,34.647778,4,5.64332648,"04-17, 200 block of Eastview Road, Pelzer, South Carolina, Number killed: 1, Number injured: 3"
267,4/16/2016,16-Apr,Alabama,Enterprise,Baxter Street,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-85.815275,31.30383,4,5.64332648,"04-16, Baxter Street, Enterprise, Alabama, Number killed: 0, Number injured: 4"
268,4/14/2016,14-Apr,New Jersey,Orange,Taylor Street,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-74.228435,40.766251,4,5.64332648,"04-14, Taylor Street, Orange, New Jersey, Number killed: 1, Number injured: 3"
269,4/10/2016,10-Apr,Wisconsin,Milwaukee,76th and Sheridan,Number killed:,1,Number killed: 1,Number injured:,3,Number injured: 3,-88.00586,43.118255,4,5.64332648,"04-10, 76th and Sheridan, Milwaukee, Wisconsin, Number killed: 1, Number injured: 3"
270,4/10/2016,10-Apr,California,Los Angeles,84th Street and Towne Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-118.26731,33.962845,4,5.64332648,"04-10, 84th Street and Towne Avenue, Los Angeles, California, Number killed: 0, Number injured: 4"
271,4/9/2016,9-Apr,Tennessee,Memphis,Mt Moriah Road and Ridgeway Road,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-89.863072,35.072474,4,5.64332648,"04-09, Mt Moriah Road and Ridgeway Road, Memphis, Tennessee, Number killed: 0, Number injured: 4"
272,4/9/2016,9-Apr,Alabama,Anniston,West 15th Street and Crawford Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-85.85011,33.663662,4,5.64332648,"04-09, West 15th Street and Crawford Avenue, Anniston, Alabama, Number killed: 0, Number injured: 4"
273,4/9/2016,9-Apr,New Mexico,Albuquerque,2600 block of Mesa Drive SE,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-106.62706,35.055904,4,5.64332648,"04-09, 2600 block of Mesa Drive SE, Albuquerque, New Mexico, Number killed: 0, Number injured: 4"
274,4/7/2016,7-Apr,Illinois,Chicago,2200 block of East 70th Place,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.5713,41.767117,4,5.64332648,"04-07, 2200 block of East 70th Place, Chicago, Illinois, Number killed: 0, Number injured: 4"
275,3/31/2016,31-Mar,Illinois,Chicago (Englewood),6800 block of South Throop,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.65669,41.770332,4,5.64332648,"03-31, 6800 block of South Throop, Chicago (Englewood), Illinois, Number killed: 0, Number injured: 4"
276,3/25/2016,25-Mar,Illinois,Chicago,4500 block of West West End Avenue,Number killed:,0,Number killed: 0,Number injured:,4,Number injured: 4,-87.73806,41.88322,4,5.64332648,"03-25, 4500 block of West West End Avenue, Chicago, Illinois, Number killed: 0, Number injured: 4"
